8,3
8,4
8,5
8,6
8,7
8,8
8,9
8,10
8,11
8,12
8,13
8,14
8,15
8,16
8,17
8,18
8,19
8,20
8,21
8,22
9,3
9,4
9,5
9,6
9,7
9,8
9,9
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,18
9,19
9,20
9,21
9,22
10,3
10,4
10,5
10,6
10,7
10,8
10,9
10,10
10,11
10,12
10,13
10,14
10,15
10,16
10,17
10,18
10,19
10,20
10,21
10,22
11,3
11,4
11,5
11,6
11,7
11,8
11,9
11,10
11,11
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
11,20
11,21
11,22
12,3
12,4
12,5
12,6
12,7
12,8
12,9
12,10
12,11
12,12
12,13
12,14
12,15
12,16
12,17
12,18
12,19
12,20
12,21
12,22
13,3
13,4
13,5
13,6
13,7
13,8
13,9
13,10
13,11
13,12
13,13
13,14
13,15
13,16
13,17
13,18
13,19
13,20
13,21
13,22
14,3
14,4
14,5
14,6
14,7
14,8
14,9
14,10
14,11
14,12
14,13
14,14
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
15,3
15,4
15,5
15,6
15,7
15,8
15,9
15,10
15,11
15,12
15,13
15,14
15,15
15,16
15,17
15,18
15,19
15,20
15,21
15,22
16,3
16,4
16,5
16,8
16,9
16,10
16,11
16,12
16,13
16,14
16,15
16,16
16,17
16,18
16,19
16,20
16,21
16,22
17,3
17,4
17,5
17,6
17,7
17,8
17,9
17,10
17,11
17,12
17,13
17,14
17,15
17,16
17,17
17,18
17,19
17,20
17,21
17,22
18,3
18,4
18,5
18,6
18,7
18,8
18,9
18,10
18,11
18,12
18,13
18,14
18,15
18,16
18,17
18,18
18,19
18,20
18,21
18,22
19,3
19,4
19,5
19,6
19,7
19,8
19,9
19,10
19,11
19,12
19,13
19,14
19,15
19,16
19,17
19,18
19,19
19,20
19,21
19,22
20,3
20,4
20,5
20,6
20,7
20,8
20,9
20,10
20,11
20,12
20,13
20,14
20,15
20,16
20,17
20,18
20,19
20,20
20,21
20,22
21,3
21,4
21,5
21,6
21,7
21,8
21,9
21,10
21,11
21,12
21,13
21,14
21,15
21,16
21,17
21,18
21,19
21,20
21,21
21,22
22,3
22,4
22,5
22,6
22,7
22,8
22,9
22,10
22,11
22,12
22,13
22,14
22,15
22,16
22,17
22,18
22,19
22,20
22,21
22,22
23,3
23,4
23,5
23,6
23,7
23,8
23,9
23,10
23,11
23,12
23,13
23,14
23,15
23,16
23,17
23,18
23,19
23,20
23,21
23,22
24,3
24,4
24,5
24,6
24,7
24,8
24,9
24,10
24,11
24,12
24,13
24,14
24,15
24,16
24,17
24,18
24,19
24,20
24,21
24,22
25,3
25,4
25,5
25,6
25,7
25,8
25,9
25,10
25,11
25,12
25,13
25,14
25,15
25,16
25,17
25,18
25,19
25,20
25,21
25,22
26,3
26,4
26,5
26,6
26,7
26,8
26,9
26,10
26,11
26,12
26,13
26,14
26,15
26,16
26,17
26,18
26,19
26,20
26,21
26,22
27,3
27,4
27,5
27,6
27,7
27,8
27,9
27,10
27,11
27,12
27,13
27,14
27,15
27,16
27,17
27,18
27,19
27,20
27,21
27,22
143,142,162
163,145,144
181,162,180
182,183,163
98,117,118
117,98,97
388,368,387
387,368,367
25,6,5
6,25,26
25,4,24
4,25,5
4,3,23
24,4,23
8,29,9
29,8,28
8,27,28
27,8,7
6,27,7
27,6,26
27,26,46
47,27,46
20,1,0
1,20,21
2,22,3
3,22,23
1,22,2
22,1,21
216,197,196
197,216,217
119,98,118
98,119,99
189,170,169
170,189,190
176,197,177
197,176,196
176,177,159
158,176,159
33,13,32
13,12,32
137,116,136
116,137,117
116,117,97
96,116,97
200,179,199
179,200,180
219,200,199
200,219,220
218,219,199
218,199,198
258,239,238
239,258,259
239,260,240
260,239,259
218,239,219
239,218,238
219,239,220
220,239,240
364,384,385
364,385,365
366,387,367
366,386,387
386,366,385
385,366,365
236,237,216
216,237,217
237,256,257
256,237,236
9,30,10
29,30,9
49,30,29
30,49,50
43,24,23
43,44,24
26,45,46
25,45,26
45,25,24
44,45,24
179,178,199
199,178,198
121,100,120
100,121,101
140,121,120
121,140,141
121,102,101
102,121,122
126,105,125
105,126,106
15,35,16
16,35,36
139,138,159
138,158,159
119,138,139
138,119,118
117,138,118
137,138,117
152,171,153
171,152,170
188,189,169
168,188,169
274,253,273
253,274,254
253,232,252
232,253,233
167,188,168
188,167,187
148,167,149
167,148,166
129,148,149
148,129,128
147,148,127
148,128,127
280,281,261
260,280,261
322,303,302
303,322,323
302,303,282
303,283,282
256,276,257
276,277,257
375,394,395
394,375,374
309,310,289
310,290,289
232,251,252
251,232,231
189,209,190
190,209,210
310,329,330
329,310,309
291,270,290
270,291,271
272,253,252
253,272,273
251,272,252
272,251,271
272,291,292
291,272,271
11,31,12
12,31,32
31,11,10
30,31,10
31,30,50
51,31,50
69,88,89
88,69,68
27,48,28
48,27,47
48,67,68
67,48,47
48,29,28
48,49,29
69,48,68
48,69,49
110,90,89
110,89,109
63,62,83
62,82,83
66,47,46
66,67,47
178,161,160
161,178,179
161,140,160
140,161,141
161,179,180
162,161,180
142,121,141
121,142,122
161,142,141
142,161,162
124,105,104
105,124,125
145,124,144
124,145,125
103,124,104
124,103,123
82,103,83
102,103,82
103,102,122
123,103,122
79,98,99
79,78,98
191,172,171
172,191,192
191,170,190
191,171,170
191,190,210
211,191,210
354,375,355
375,354,374
317,336,337
336,317,316
212,191,211
191,212,192
232,212,231
212,211,231
212,232,233
213,212,233
91,110,111
110,91,90
87,66,86
66,87,67
87,88,68
67,87,68
298,279,278
279,298,299
279,258,278
258,279,259
279,260,259
279,280,260
146,147,127
126,146,127
146,126,125
145,146,125
285,306,286
306,285,305
274,275,254
254,275,255
275,276,256
275,256,255
275,296,276
296,275,295
317,296,316
296,317,297
277,296,297
276,296,277
368,348,367
348,347,367
91,70,90
70,91,71
51,70,71
70,51,50
70,69,89
90,70,89
49,70,50
69,70,49
40,41,20
20,41,21
102,81,101
81,102,82
81,80,100
81,100,101
43,64,44
64,43,63
124,143,144
143,124,123
142,143,122
143,123,122
35,55,36
55,56,36
52,31,51
31,52,32
34,13,33
13,34,14
34,15,14
34,35,15
55,34,54
34,55,35
37,17,16
37,16,36
56,37,36
57,37,56
79,58,78
58,79,59
77,96,97
77,76,96
98,77,97
78,77,98
77,57,56
76,77,56
58,77,78
77,58,57
235,256,236
256,235,255
116,135,136
115,135,116
114,135,115
135,114,134
154,135,134
135,154,155
155,154,173
154,172,173
171,154,153
172,154,171
293,272,292
272,293,273
335,354,355
354,335,334
356,335,355
335,356,336
130,110,109
129,130,109
126,107,106
107,126,127
107,87,86
106,107,86
342,321,341
321,342,322
381,360,380
360,381,361
