10,10
10,11
10,12
10,13
10,14
10,15
10,16
10,17
10,18
10,19
10,20
10,21
10,22
10,23
10,24
10,25
10,26
10,27
10,28
10,29
11,10
11,11
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
11,20
11,21
11,22
11,23
11,24
11,25
11,26
11,27
11,28
11,29
12,10
12,11
12,12
12,13
12,14
12,15
12,16
12,17
12,18
12,19
12,20
12,21
12,22
12,23
12,24
12,25
12,26
12,27
12,28
12,29
13,10
13,11
13,12
13,13
13,14
13,15
13,16
13,17
13,18
13,19
13,20
13,21
13,22
13,23
13,24
13,25
13,26
13,27
13,28
13,29
14,10
14,11
14,12
14,13
14,14
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
14,23
14,24
14,25
14,26
14,27
14,28
14,29
15,10
15,11
15,12
15,13
15,14
15,15
15,16
15,17
15,18
15,19
15,20
15,21
15,22
15,23
15,24
15,25
15,26
15,27
15,28
15,29
16,10
16,11
16,12
16,13
16,14
16,15
16,16
16,17
16,18
16,19
16,20
16,21
16,22
16,23
16,24
16,25
16,26
16,27
16,28
16,29
17,10
17,11
17,12
17,13
17,14
17,15
17,16
17,17
17,19
17,20
17,21
17,23
17,24
17,25
17,26
17,27
17,28
17,29
18,10
18,11
18,12
18,13
18,14
18,15
18,16
18,17
18,20
18,23
18,24
18,25
18,26
18,27
18,28
18,29
19,10
19,11
19,12
19,13
19,14
19,15
19,16
19,17
19,23
19,24
19,25
19,26
19,27
19,28
19,29
20,10
20,11
20,12
20,13
20,14
20,15
20,16
20,24
20,25
20,26
20,27
20,28
20,29
21,10
21,11
21,12
21,13
21,14
21,15
21,16
21,17
21,23
21,24
21,25
21,26
21,27
21,28
21,29
22,10
22,11
22,12
22,13
22,14
22,15
22,16
22,17
22,20
22,23
22,24
22,25
22,26
22,27
22,28
22,29
23,10
23,11
23,12
23,13
23,14
23,15
23,16
23,17
23,19
23,20
23,21
23,23
23,24
23,25
23,26
23,27
23,28
23,29
24,10
24,11
24,12
24,13
24,14
24,15
24,16
24,17
24,18
24,19
24,20
24,21
24,22
24,23
24,24
24,25
24,26
24,27
24,28
24,29
25,10
25,11
25,12
25,13
25,14
25,15
25,16
25,17
25,18
25,19
25,20
25,21
25,22
25,23
25,24
25,25
25,26
25,27
25,28
25,29
26,10
26,11
26,12
26,13
26,14
26,15
26,16
26,17
26,18
26,19
26,20
26,21
26,22
26,23
26,24
26,25
26,26
26,27
26,28
26,29
27,10
27,11
27,12
27,13
27,14
27,15
27,16
27,17
27,18
27,19
27,20
27,21
27,22
27,23
27,24
27,25
27,26
27,27
27,28
27,29
28,10
28,11
28,12
28,13
28,14
28,15
28,16
28,17
28,18
28,19
28,20
28,21
28,22
28,23
28,24
28,25
28,26
28,27
28,28
28,29
29,10
29,11
29,12
29,13
29,14
29,15
29,16
29,17
29,18
29,19
29,20
29,21
29,22
29,23
29,24
29,25
29,26
29,27
29,28
29,29
131,150,132
208,209,195
151,133,132
150,149,166
149,148,166
181,180,195
242,243,225
264,244,263
211,196,210
196,183,182
258,259,240
243,262,263
129,128,148
128,127,147
241,242,225
241,259,260
23,4,3
4,23,24
80,100,81
100,101,81
360,341,340
341,360,361
230,249,231
249,230,248
52,33,32
52,53,33
33,12,32
13,12,33
52,72,53
53,72,73
131,112,111
112,131,132
110,131,111
131,110,130
18,39,19
39,18,38
37,58,38
58,37,57
39,58,59
58,39,38
20,1,0
21,1,20
22,1,21
1,22,2
2,22,3
22,23,3
100,120,101
101,120,121
141,120,140
120,141,121
141,122,121
122,141,142
22,43,23
43,22,42
23,43,24
43,44,24
352,331,351
331,352,332
354,333,353
333,354,334
352,333,332
333,352,353
333,312,332
312,333,313
312,331,332
331,312,311
312,291,311
291,312,292
202,217,218
203,202,218
208,194,207
194,208,195
283,264,263
264,283,284
270,250,269
250,249,269
249,250,231
250,232,231
362,341,361
362,342,341
343,362,363
362,343,342
90,109,110
109,90,89
90,69,89
69,90,70
133,112,132
133,113,112
29,28,49
49,28,48
56,76,77
56,77,57
18,17,38
17,37,38
78,58,57
77,78,57
60,80,81
61,60,81
41,22,21
22,41,42
5,25,6
6,25,26
25,4,24
25,5,4
159,158,174
159,174,175
158,159,140
159,141,140
68,49,48
68,69,49
69,68,89
68,88,89
110,129,130
109,129,110
149,131,130
131,149,150
129,149,130
149,129,148
314,333,334
333,314,313
312,293,292
293,312,313
314,293,313
293,314,294
357,336,356
336,357,337
341,320,340
321,320,341
338,357,358
357,338,337
336,317,316
317,336,337
317,338,318
338,317,337
274,293,294
293,274,273
274,253,273
274,254,253
272,293,273
293,272,292
272,291,292
291,272,271
253,272,273
252,272,253
180,194,195
194,180,179
254,236,253
236,235,253
236,219,235
219,236,220
219,203,218
219,204,203
317,296,316
296,317,297
343,322,342
322,343,323
342,322,341
322,321,341
283,303,284
303,304,284
198,212,213
212,198,197
212,229,213
229,212,228
170,185,171
171,185,186
187,172,186
172,171,186
185,199,186
199,185,198
347,366,367
366,347,346
34,15,14
15,34,35
13,34,14
34,13,33
53,34,33
54,34,53
70,91,71
90,91,70
91,110,111
91,90,110
91,72,71
91,92,72
112,91,111
92,91,112
30,10,9
29,30,9
8,28,29
8,29,9
27,7,6
27,6,26
28,27,48
27,47,48
8,27,28
27,8,7
34,55,35
55,34,54
17,36,37
36,17,16
15,36,16
36,15,35
37,36,57
36,56,57
55,36,35
36,55,56
98,78,77
97,98,77
58,79,59
78,79,58
98,79,78
79,98,99
